ID,sex,age,freq_alcohol,exp_kta,exp_kta2,reason_non_kta,most_pkta,sat_flavor,sat_sweet,sat_sour,sat_smell,sat_swallow,sat_degree,menu,most_menu,6-4. 위 문항(6번)에서 답한 전통주와 가장 어울리는 날씨는 무엇인가요?,6-5. 위 문항(6번)에서 답한 전통주를 마시게 된 주된 경로는 무엇입니까?,"7. 위 선택지에 제시된 내용을 제외하고 마셔 본 전통주와 관련된 자신만의 추천해주고 싶은 경험(주된 경험, 먹었던 안주, 날씨 등)을 자유롭게 써주세요. (주관식)",pi_kta,8-1. 위 문항의 전통주를 구매하지 않은 주된 이유는 무엇인가요?,9. 다음 항목에서 가장 선호하는 주종은 무엇입니까?,9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [맛],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [당도],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [산도],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [향],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [목넘김],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [도수],9-2. 위 문항(9번)에서 답한 주종과 같이 먹었던 안주는 무엇입니까?(최대 3개),9-3. 위 문항(9번)에서 답한 주종과 같이 먹었던 안주 중에 가장 추천해주고 싶은 안주는 무엇입니까?,9-4. 위 문항(9번)에서 답한 주종과 가장 어울리는 날씨는 무엇인가요?,9-5. 위 문항(9번)에서 답한 주종을 마시게 된 주된 경로는 무엇입니까?,"10. 위 선택지에 제시된 내용을 제외하고 마셔 본 주종과 관련된 자신만의 추천해주고 싶은 경험(주된 경험, 먹었던 안주, 날씨 등)을 자유롭게 써주세요. (주관식)",11. 위 문항(9번)에서 답한 주종을 다음에도 구매할 의사가 있으십니까?
161,1,1,3,1,1,,3,4,4,4,4,4,4,1,3,2,4,,2,,1,4,4,4,4,4,4,2,3,2,3,,2
162,1,1,5,2,2,2,,,,,,,,,,,,,,,3,4,4,4,4,4,4,8,8,1,3,.,2
163,2,4,5,1,2,1,,,,,,,,,,,,,,,2,3,3,3,3,3,3,1,1,1,3,,2
164,1,2,5,1,1,,2,4,4,4,4,4,4,1,11,2,4,"최근에 꿀이들어간 막걸리를 마셨는데 괜찮았습니다.
브랜드 이름은 기억나지 않습니다.",2,,3,4,4,4,4,4,4,1,8,6,4,없음,2
165,1,2,4,2,1,,21,5,5,5,5,5,5,4,11,2,3,전통주 전문 안씨네 막걸리 추천,2,,8,5,5,5,5,5,5,6,13,6,3,다희에서 칵테일 저렴하게 ,2
166,1,2,5,1,1,,1,4,4,3,3,3,3,11,11,2,1,,2,,5,3,3,3,4,4,2,14,14,6,1,,2
167,1,4,5,1,1,,10,4,4,4,4,4,4,6,11,6,5,,2,,3,4,4,4,4,4,4,6,6,6,5,,2
168,1,1,5,1,1,,1,4,4,4,4,4,4,4,11,2,3,"막걸리 사이다
막사",2,,3,4,4,4,4,4,4,8,8,6,3,,2
169,2,3,4,1,1,,10,5,5,4,5,5,3,3,3,6,4,내행복을찾고싶을때,2,,5,5,5,5,5,5,4,5,2,6,4,나를인정해줄때,2
170,2,3,5,1,1,,10,4,4,3,2,2,3,2,2,2,3,막걸리/ 비오는 날/ 부침개/ 회식이나 친구들 모임,2,,4,4,2,3,5,4,3,2,4,1,3,,2
171,2,3,5,1,1,,8,3,3,3,4,4,4,2,11,6,6,"복순도가, 감홍로주, 이강주 - 감홍로주를 바닐라 아이스크림에 부어먹으면 맛있다!",2,,9,4,3,4,4,4,4,2,3,6,3,,2
172,1,1,4,1,1,,5,3,4,4,4,4,4,4,10,6,6,막걸리에 파전같은 국룰 말고도 초콜릿같은 의외로 잘어울리는 안주들도 있다,2,,5,4,4,4,5,5,4,4,7,6,5,"생맥주와 캔,병맥주가 별다른 맛의 차이는 없다지만 한번쯤은 먹어볼 거치거 있다고 생각됩니다. 또한 세가지를 평가하는 항목이 있다면 좋을것 같습니다",2
173,2,4,3,1,1,,1,3,3,3,3,3,3,4,11,3,5,,2,,1,3,3,3,3,3,3,4,4,6,4,,2
174,2,1,5,1,1,,2,4,4,3,4,4,4,4,11,1,3,,2,,5,4,4,2,3,4,3,6,9,99,5,,2
175,1,4,3,1,1,,2,4,3,3,4,5,4,11,1,2,5,홍주,2,,1,5,4,4,4,5,4,1,4,6,3,화창한날 오후 좋은친구들과함께,2
176,1,2,5,1,1,,1,4,3,3,4,3,3,4,11,6,1,,2,,2,5,4,4,4,4,4,2,2,3,3,,2
177,1,2,3,1,1,,5,4,4,4,5,5,3,1,3,6,1,,2,,9,5,5,5,5,5,5,2,3,6,2,,2
178,1,1,5,1,1,,3,3,3,3,3,3,3,11,6,2,3,,1,3,4,3,3,3,3,3,3,10,6,6,3,,3
179,2,3,4,1,1,,5,5,4,4,4,4,4,1,3,6,3,"장수막걸리- 보쌈, 순대국,해물파전",2,,1,5,5,5,5,5,5,1,3,6,3,"기네스- 치킨,피자- 맑은날",2
180,2,1,4,1,1,,1,4,4,3,4,3,4,1,11,6,3,,2,,3,4,4,4,4,3,4,8,8,6,2,,2
181,1,1,4,1,1,,6,3,2,5,5,5,3,1,1,2,3,비오는날 막걸리 크...,2,,1,5,5,5,5,5,5,1,4,6,3,대학생인데 시험끝나고 스트레스 풀려고 혼자 방에서 마시는 술이요,2
182,1,1,4,2,1,,10,2,2,2,4,1,1,1,2,2,2,,1,1,5,4,4,4,2,3,3,8,8,6,1,,2
183,1,1,5,1,1,,10,2,3,3,2,3,3,2,9,6,2,,3,,1,3,3,3,3,3,3,2,9,6,3,,3
184,2,1,4,1,1,,11,3,4,3,3,3,3,1,11,2,3,,2,,6,3,3,3,3,3,3,1,1,6,3,,2
185,2,2,4,1,1,,2,5,5,5,3,5,5,11,11,3,3,비가 오기 전 적당히 습하고 스산한 날씨에 깻잎고기두부전을 막걸리와 함께 먹으면 제 자신이 되게 미식가 같고 유난히 맛있습니다. ,2,,4,5,5,4,3,4,5,1,8,1,2,화요+토닉워터 정말 애정합니다. 하지만 비싸서 자주 못마심 ,2
186,2,3,5,1,1,,1,3,2,3,3,2,3,1,11,2,3,별로안좋아함ㅎ,3,,3,3,3,3,3,3,3,5,9,5,2,가끔 땡겨서 먹는다ㅎㅎ그냥 기분이 좋아짐,2
187,2,1,4,1,1,,10,5,4,4,5,3,3,6,9,3,3,,2,,1,5,2,3,3,4,4,1,4,6,3,,2
188,2,1,4,2,1,,1,4,3,3,4,4,4,11,11,2,3,,2,,5,4,4,4,4,4,4,8,8,6,3,,2
189,2,1,4,1,1,,2,5,5,5,5,5,5,1,11,6,3,,2,,1,2,3,3,2,4,5,1,3,6,5,,2
190,2,1,3,1,1,,1,4,4,4,4,4,4,11,12,2,3,야외에서먹는게좋아요.,2,,1,3,3,3,3,3,3,2,4,6,4,,2
191,1,3,5,1,1,,3,4,3,3,4,4,3,11,11,3,1,날씨 맑은 점심 홍대에서 전통주 마셨을때 기분이 좋았습니다.,2,,3,3,3,3,3,4,3,9,10,6,2,집에서 넷플릭스 보면서 밤에,2
192,1,4,5,1,1,,10,3,3,3,3,3,3,2,2,6,1,,2,,3,3,3,3,3,3,3,2,2,6,1,,2
193,2,2,4,1,1,,2,4,4,4,4,3,3,2,11,2,5,밤막걸리를 친구집에서 먹고 맛있어서 사려는데 그당시 잘 안팔아서 1시간거리 친구집 앞 슈퍼가서 사와 열무김치와 먹으니 꿀맛~,2,,2,4,4,4,4,4,4,2,2,6,3,집에서  집들이 한 날 과일소주를 너무 많이 마셔서 취중에 치즈케익 다 만들어주고 결국 나는 잠들어 친구들 가는거 보지도 못했음. 친구들이 치즈케익과 먹었는데 맛있었다고 햇음,2
194,1,5,5,1,1,,2,3,4,4,2,3,3,3,10,4,3,전통주의 네이밍이 중요하다 싶습니다.   어울리면서 스토리가 되는 네이미?,2,,4,3,3,3,3,3,3,3,11,4,3,산행하고서,2
195,1,3,4,1,1,,2,4,4,3,4,5,5,1,11,2,5,전통주를 직접 담가서 파는 주점에 간다면 더 좋은 품질의 전통주를 맛볼수 있어 좋았습니다 ,2,,3,5,5,4,4,4,4,6,6,6,4,,2
196,2,3,5,1,1,,10,4,4,4,3,3,4,2,2,2,1,,2,,3,4,4,4,3,3,3,6,5,6,1,,2
197,2,4,1,1,1,,3,2,2,2,1,3,1,12,12,1,5,,1,4,1,3,2,1,2,3,2,4,10,3,1,막걸리엔 감자를 직접갈아 전을한뒤 간장에 청량고추기름장에 찍어먹음 식사대요 끝,2
198,1,1,5,2,2,2,,,,,,,,,,,,,,,3,5,5,5,5,5,5,2,3,1,3,,3
199,2,2,4,1,1,,10,4,4,4,4,4,4,1,1,6,3,비오는날 막걸리?,2,,5,4,4,4,4,4,4,2,3,1,3,와인,2
200,1,4,2,1,1,,1,2,2,4,3,2,4,1,1,2,5,과하주,3,,5,4,4,4,3,4,3,3,3,3,3,,3
201,2,4,5,2,1,,1,2,2,2,2,2,2,1,1,2,1,,3,,3,5,5,5,5,5,5,1,9,6,1,,2
202,1,1,4,1,1,,4,4,5,4,5,3,1,1,1,1,5,,2,,3,2,4,4,2,5,2,7,8,6,2,친구들과 치즈에 양주먹으면 맛있음,2
203,2,1,4,1,1,,10,5,4,5,4,3,3,3,3,6,5,,2,,6,4,5,5,4,5,3,6,2,1,3,,2
204,1,1,4,1,1,,2,5,5,3,4,5,5,3,12,1,5,햇빛이 쨍쨍한 날...등산하고 샤워한 뒤에 마시는 막걸리와 열무김치의 맛...잊지 못합니다.,2,,3,5,3,3,4,4,5,7,3,6,3,슬러시 맥주와 오징어 순대의 조합 기가 멕힙니다.... 속초에서의 달달했던 한 여름밤이 기억나네요,2
205,1,1,4,2,1,,5,3,2,2,3,5,5,3,5,2,3,다음날 숙취를 피하고 싶으면 도수 센 증류주 추천합니다.,2,,1,3,2,2,3,5,5,4,4,6,3,"1. 매콤한 것과 국물과 곁들이고 싶을때 소주
2. 온도, 습도와 도수는 반비례한다.",2
206,1,1,5,2,2,2,,,,,,,,,,,,,,,4,4,4,3,4,4,2,9,8,6,3,잘 안마셔서 모름,2
207,2,1,4,1,1,,4,5,3,3,4,4,4,1,4,6,3,,2,,3,5,4,4,4,5,4,8,8,6,3,,2
208,1,1,3,1,1,,2,5,5,4,3,4,4,2,6,6,5,,2,,1,2,2,2,2,2,5,3,3,6,1,,2
209,2,1,4,1,1,,1,2,4,2,4,2,3,11,11,6,1,비오는날 말고 햇볕 쨍쨍한날에도 막걸리의 탄산때문에 잘 어우러졌던것같아요.,3,,3,4,4,4,4,4,3,,8,6,3,맥주는 마른안주나 튀김이랑 잘 맞는것같아요.,2
210,1,1,4,2,1,,1,4,4,3,4,4,4,1,1,6,3,,2,,3,5,5,5,5,5,5,7,8,5,2,,2
211,1,1,4,1,1,,3,4,4,4,4,4,4,2,11,2,3,,2,,4,4,4,4,4,4,4,7,8,6,3,,2
212,1,2,5,1,2,2,,,,,,,,,,,,,,,5,5,3,3,4,4,3,8,8,1,3,날이 좋아서 한강에서 치맥,2
213,2,1,5,2,1,,12,4,4,4,4,4,4,7,8,6,5,카시스 오렌지는 달아서 술안땡기는 꿀꿀한 날에 어른이가 마시기 좋습니다,2,,2,3,4,4,3,3,3,7,8,6,3,과일 소주는 친구들하고 술게임에 딱입니다 호불호라 머리아프다는 벌칙이 가능하거든요 ㅎㅎ,2
214,1,1,4,1,1,,10,5,5,4,5,5,4,1,2,2,3,막걸리 비오는날,2,,3,4,4,4,4,4,4,2,8,1,3,,2
215,1,1,5,2,1,,1,3,4,3,4,2,3,1,11,2,3,,2,,3,4,3,4,4,5,3,7,8,6,3,,2
216,1,1,1,2,1,,1,4,4,3,4,4,4,11,11,2,5,,2,,3,4,4,4,4,4,4,8,8,6,3,,2
217,1,1,5,2,2,2,,,,,,,,,,,,,,,3,3,3,3,3,3,3,6,8,6,3,,3
218,1,1,4,1,1,,2,3,3,3,3,3,3,11,11,6,5,,2,,1,3,3,3,3,3,3,,2,6,3,,2
219,1,2,5,1,1,,10,5,5,5,5,5,5,5,7,6,3,,2,,4,5,5,5,5,5,5,7,7,6,2,,2
220,1,1,5,1,1,,1,2,3,3,3,3,3,4,5,2,1,,1,2,3,4,4,2,2,2,2,2,5,1,2,,2
221,1,1,5,2,2,2,,,,,,,,,,,,,,,3,4,4,4,4,4,4,8,1,1,3,,2
222,1,1,3,2,1,,99,4,4,4,4,4,3,11,11,6,3,,2,,1,3,2,2,3,3,3,4,2,6,1,,2
223,2,1,4,1,1,,10,3,2,4,4,3,2,1,11,2,3,비오는날 막걸리,2,,1,3,3,3,3,2,2,3,3,6,3,,2
224,1,1,4,1,1,,7,5,5,5,5,5,5,2,2,5,5,,1,2,4,5,5,5,5,5,5,8,8,5,3,,2
225,1,3,1,1,1,,10,3,3,3,4,4,3,2,11,2,3,막걸리 파전,2,,1,5,5,5,4,4,4,3,4,2,2,소주에 삼겹살,2
226,1,1,4,2,1,,1,2,2,2,2,2,2,1,1,2,3,,2,,1,3,3,3,3,3,3,,2,6,3,,2
227,1,1,3,1,1,,10,4,4,3,4,3,1,2,3,6,5,역시 전통주는 엿이나 먹고 먼지가 많은 날에 삽겹살에 소주가 최고지,1,2,1,1,1,1,1,3,3,2,2,3,3,쓰디쓴 인생 삽겹살에 소주 한잔이라면 주말까지 버틸 수 있지,2
228,2,1,3,2,1,,6,3,4,3,4,3,3,2,1,4,4,,2,,1,3,4,3,3,3,3,,8,3,3,,2
229,2,1,3,1,1,,3,4,3,3,4,4,3,1,11,2,3,,2,,3,4,3,3,3,4,4,8,7,1,3,,2
230,1,1,4,1,1,,7,4,4,3,4,4,5,2,2,1,5,,2,,1,4,4,4,3,3,3,3,4,1,3,,2
231,1,1,5,2,2,1,,,,,,,,,,,,,,,5,3,3,3,3,3,3,8,8,2,5,,1
232,1,2,3,1,1,,6,4,4,4,5,3,5,2,2,6,1,비오는날은 막걸리쥬,2,,3,5,5,5,5,5,5,8,8,1,3,운동하고 먹는 맥주는 개꾸르르릇맛,2
233,1,1,4,1,1,,10,4,4,4,4,4,4,1,11,2,3,,2,,3,4,4,4,4,4,4,2,8,6,3,,2
234,1,1,5,1,1,,4,5,5,5,5,5,5,5,5,2,3,,2,,4,5,5,5,5,5,5,,1,6,3,,2
235,1,1,5,2,2,2,,,,,,,,,,,,,,,3,3,3,2,1,3,3,,6,1,3,,3
236,1,1,2,1,1,,3,4,5,5,5,4,4,1,10,2,2,,2,,1,5,5,5,5,5,5,4,3,6,6,,2
237,1,1,4,1,1,,5,3,3,3,4,3,3,3,3,5,5,,3,,1,3,2,2,2,4,4,2,4,6,3,,2
238,1,1,5,1,1,,1,3,3,3,3,4,4,10,10,6,3,없음,3,,1,3,3,3,3,3,3,4,3,6,3,없음,2
239,1,1,5,1,1,,6,3,2,2,3,3,4,1,3,3,5,,3,,1,3,3,3,3,3,3,2,2,1,3,,2
240,1,1,5,2,1,,1,3,2,2,4,3,2,6,11,2,3,,3,,2,4,4,3,3,4,3,6,4,6,3,,3
241,1,3,4,1,1,,2,4,4,5,5,5,5,1,11,2,2, 친구와 한여름에 강남 역삼동의 전통주 갤러리를 방문 후 친구집에서 시원한 에어컨과 냉장실에서 꺼낸 시원한 전통주를 두부김치와 함께 먹은 그 맛을 잊을수 없습니다,2,,1,4,4,4,4,4,4,2,2,6,1,"삼겹살, 소고기, 오리 등 구이류에는 쏘주가 진리",2
242,1,1,4,1,1,,8,3,4,4,4,4,4,3,5,6,2,,1,2,3,3,2,2,4,4,4,8,6,6,1,,2
243,1,1,4,1,1,,4,4,4,4,4,4,4,1,6,6,2,좋은 술과 좋은 안주 혼자 마시니 기붕이 좋다,2,,1,5,5,5,5,5,5,2,3,6,3,그냥 좋다,2
244,1,1,4,2,1,,10,4,4,3,4,4,3,2,2,6,1,,2,,4,4,4,4,4,4,3,8,9,6,3,,2
245,1,1,5,2,2,2,,,,,,,,,,,,,,,4,4,3,4,3,4,3,,1,6,3,,2
246,1,1,5,1,1,,1,3,3,3,3,3,3,1,4,2,3,,2,,3,3,3,3,4,4,3,2,4,6,3,,2
247,1,1,4,1,1,,7,5,4,3,4,3,4,2,11,6,5,,2,,5,5,3,3,5,4,5,6,9,1,3,,2
248,1,1,1,1,1,,1,1,1,1,1,1,1,2,4,6,5,,1,1,1,1,1,1,1,1,1,,4,1,4,,1
249,2,1,5,1,1,,3,5,5,4,4,5,4,1,1,6,3,,2,,1,2,2,3,3,4,4,4,4,6,4,,2
250,1,1,4,1,1,,5,4,3,3,5,4,3,1,1,6,3,,3,,1,5,3,3,1,3,5,2,2,6,3,,2
251,1,1,5,2,1,,2,4,3,3,3,4,4,11,11,2,3,,3,,1,1,1,1,1,1,1,4,4,6,3,,2
252,1,1,3,1,1,,1,3,3,3,3,3,3,11,5,2,5,,3,,1,3,3,3,2,3,3,3,3,6,3,,2
253,2,1,4,1,1,,3,4,4,4,4,4,3,1,1,6,3,,2,,1,3,3,3,3,3,3,3,4,6,3,,2
254,1,1,3,1,1,,7,5,5,5,5,5,3,4,11,6,5,,2,,1,5,5,5,5,5,2,3,3,6,3,,2
255,1,2,4,1,1,,1,4,3,3,4,4,4,10,11,2,3,,2,,1,4,2,3,4,4,3,,1,6,1,,2
256,1,1,4,1,1,,2,5,4,5,5,5,5,8,11,2,3,,2,,1,5,5,5,5,5,5,4,4,6,1,,2
257,2,1,3,2,1,,11,4,4,4,4,4,4,1,11,2,1,,2,,1,2,2,2,2,2,4,2,4,6,1,,2
258,1,1,5,2,2,2,,,,,,,,,,,,,,,1,3,3,3,3,3,3,4,1,2,4,,3
259,2,1,3,1,1,,10,5,5,4,5,5,1,11,11,2,1,,2,,1,4,2,3,1,5,5,4,2,5,1,,2
260,2,1,5,1,1,,10,4,4,4,4,4,4,3,3,6,5,날은 좋고 집에서 할꺼없고 혼술하고 싶을 때! 한 잔을 고요히 마시는걸 추천합니다.,2,,7,4,4,4,4,4,4,7,7,6,3,,2
261,2,1,5,1,1,,10,3,4,4,4,3,3,1,11,2,3,,3,,4,4,4,4,3,3,4,8,9,6,2,,2
262,1,1,4,2,1,,2,4,3,3,3,4,4,11,11,2,3,귀찮아,2,,1,2,2,2,2,3,4,,3,6,1,ㄱㅊㅇ,2
263,1,1,5,1,1,,5,2,1,3,1,3,2,2,2,3,1,,3,,3,5,2,4,3,3,5,2,4,6,3,,2
264,1,1,5,2,1,,2,4,4,4,4,4,3,1,11,2,3,,2,,4,4,4,4,4,4,4,2,8,6,3,,2
265,2,4,5,1,1,,10,4,4,4,4,4,4,3,3,6,1,햇볕좋음 안주횟,2,,1,3,3,3,3,3,3,3,3,2,3,비오는날  아귀찜,3
266,1,1,2,1,1,,1,4,3,3,3,4,4,10,11,2,3,등산하고 내려와서 먹은 막걸리 한사바리,2,,1,3,3,3,3,4,4,,3,6,1,,2
267,1,1,4,1,1,,2,4,3,3,3,3,4,11,11,2,3,,3,,3,3,3,3,3,3,3,8,8,6,3,,2
268,1,1,4,1,1,,2,4,3,3,4,5,3,2,11,2,3,,2,,3,4,3,4,4,4,5,2,2,5,2,,2
269,1,4,5,1,1,,13,4,3,3,5,5,4,11,5,5,3,전통 막걸리,2,,3,4,3,3,3,4,3,10,11,2,5,,2
270,2,4,5,1,1,,1,5,5,5,5,5,3,1,11,2,5,혼술시 와인잔에 약간의 설탕을 가미해서 동그랑땡 몇개와 창가자리에서 마십니다.,2,,4,5,5,5,5,5,5,2,8,6,3,처음 배운 술,2
271,1,1,5,1,1,,5,4,4,4,4,3,3,3,3,6,5,,2,,1,3,3,3,1,2,4,2,3,6,3,,1
272,1,1,4,1,1,,1,4,3,3,3,3,3,11,11,2,3,축구하고 한잔이요,2,,1,3,3,3,3,3,3,4,1,6,1,회식,2
273,1,1,5,1,1,,1,4,3,2,5,4,1,11,11,3,3,,3,,1,2,2,5,3,5,5,,3,6,3,,3
274,1,1,5,1,1,,2,5,5,5,3,3,3,11,11,2,3,,2,,1,5,5,5,5,5,5,2,3,6,3,,2
275,1,2,4,1,1,,3,4,4,4,4,4,4,8,11,1,2,언제나 옳다,2,,4,5,5,5,5,5,5,9,4,6,2,언제나 옳다,2
276,2,1,4,1,1,,8,4,4,4,4,4,4,1,1,6,5,,2,,3,4,4,4,4,4,4,8,8,1,4,,2
277,1,1,4,1,1,,5,3,3,3,3,3,3,3,3,2,5,,2,,3,3,3,3,3,3,3,,8,6,3,,2
278,1,1,1,1,1,,4,4,4,4,4,4,3,1,3,6,1,,2,,8,5,5,5,5,5,5,,6,6,3,,2
279,2,1,5,1,1,,1,4,4,3,4,4,5,11,11,2,3,비오는 날에는 청각적 효과에 의해 기름진 것들이 먹고싶어져 자연스레 전과 막걸리가 생각남,2,,2,4,5,4,5,3,3,2,2,6,3,달달한 과일소주 날씨에 상관없이 죠아유!,2
280,1,1,5,2,1,,10,4,3,3,4,3,3,3,3,1,3,복분자와 민물장어의 조합은 최고입니다,2,,3,3,3,3,3,4,3,,9,1,3,,2
281,2,2,3,1,1,,3,5,5,5,3,3,5,1,11,6,3,"달 밝은 밤에 앞에 물이 있고 야외 풍경이 보이는 자리에서 마시는 전통주, 주로 청주 종류 ",2,,4,4,4,4,4,4,5,,6,1,2,"맥주인데 뭐 특별하게 추천해줄 경험같은 건 없고, 편의점에서 수입백주 4캔 만원에 파는건 정말 괜찮은 전략인듯 ",2
282,1,1,5,1,1,,1,4,3,4,3,3,2,1,11,3,3,비오는날 하늘이 축축할때 2친구와 파전과먹걸리를 먹으면 상당합니다,2,,3,4,3,3,3,4,2,7,7,1,3,너무더워서 시원한게 땡길때 맥주랑 피쫘를 딱..먹으면 행복합니다,2
283,1,1,3,2,2,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,3,6,3,,2
284,1,1,5,2,2,4,,,,,,,,,,,,,,,5,4,4,4,4,4,4,8,6,1,2,,2
285,1,1,4,1,1,,6,3,2,3,3,4,3,1,2,6,1,,2,,3,3,2,2,3,4,4,6,6,6,1,,2
286,1,1,4,1,1,,3,4,4,4,4,4,4,11,11,6,3,,2,,4,4,4,4,4,4,4,,8,6,3,,2
287,2,1,4,1,1,,14,4,3,3,4,4,4,11,11,6,3,비가오는날 대한민국의 국제도시 인천 광역시를 온다면 동인천에 맛있는 전집에서 인천 소성주를 꼭마셔야한다!!,2,,3,4,4,4,4,4,4,,8,6,3,맥주는 언제나 옳다,2
288,1,1,4,1,1,,10,4,4,3,4,3,1,7,11,6,3,,2,,2,3,2,1,4,3,4,4,4,1,2,,2
289,1,3,4,1,1,,10,5,4,4,4,4,4,2,1,1,3,친구들과 비오는날 먹는 파전에 막걸리,2,,5,5,3,4,4,4,4,7,6,3,3,친구들과 삼겹살에 소주한잔,2
290,1,4,4,1,1,,8,4,4,3,3,3,3,3,3,6,2,막걸리 족발,2,,1,2,3,3,3,2,3,2,3,6,3,,2
291,1,1,5,2,1,,1,5,4,3,4,3,4,10,11,1,3,,2,,3,5,4,4,4,4,4,,2,1,3,,2
292,1,1,5,2,1,,10,3,3,3,3,2,3,4,5,6,5,,3,,3,4,3,3,4,3,3,7,9,6,2,,2
293,1,1,5,2,1,,1,4,4,4,4,3,4,11,11,2,3,등산 후 막걸리에 감자전 크으,2,,3,3,3,4,4,4,4,,8,1,3,농구끝나고 치맥 크으,2
294,1,1,5,1,1,,1,4,3,4,3,3,2,1,11,2,3,,3,,3,4,4,4,4,4,4,3,8,1,3,초밥에 시원한 맥주 꿀맛,2
295,2,1,5,1,1,,10,4,4,4,4,4,3,2,3,1,5,,2,,1,2,2,2,2,2,3,2,2,6,3,,2
296,1,1,5,1,1,,3,4,4,2,4,3,2,6,11,2,3,,2,,1,4,4,2,2,3,2,2,1,6,1,,2
297,1,1,5,2,1,,10,4,4,4,4,4,4,3,3,3,5,,2,,3,4,4,4,4,4,4,,3,3,3,,2
298,2,4,5,1,1,,10,3,3,3,3,2,2,11,11,2,5,진도  홍주,1,2,3,3,3,3,3,3,3,,11,2,3,딱히  생각해본게   없다,1
299,1,1,4,1,1,,10,4,4,4,4,4,4,2,2,3,5,선선한날 가족들과 삼겹살과 복분자 먹을때 ,2,,5,3,2,4,4,4,4,8,13,1,2,간단히 기네스와 초콜릿으로 하루 마무리,2
300,1,2,4,1,1,,15,5,5,5,5,5,5,2,3,6,5,,2,,1,3,3,3,2,2,4,2,3,6,5,,2
301,1,4,4,1,1,,3,4,4,4,3,4,4,2,11,6,3,등산하면서 정상이나 하산 후 음주가 최고,2,,1,2,2,2,2,2,3,4,3,6,1,,1
302,1,1,4,1,1,,1,4,4,3,3,4,4,11,11,2,3,,2,,5,5,4,4,4,5,4,,8,6,3,,2
303,1,1,4,2,2,2,,,,,,,,,,,,,,,4,4,4,4,5,4,4,2,6,6,3,,2
304,2,1,4,1,1,,10,4,3,4,5,4,3,2,4,6,6,술은 언제나 옳다,3,,5,4,3,3,4,4,4,,6,6,2,맥주는 밤에 혼술,2
305,1,1,5,2,1,,1,4,4,3,3,2,3,1,11,2,3,,2,,3,3,3,3,3,4,3,8,9,6,2,,2
306,1,1,4,2,2,2,,,,,,,,,,,,,,,1,3,3,2,3,2,3,,1,2,5,,1
307,1,1,5,1,1,,99,4,4,3,5,4,5,1,1,6,3,,2,,3,3,3,3,3,5,4,4,8,6,3,,2
308,2,4,1,1,2,2,,,,,,,,,,,,,,,3,2,3,3,4,3,3,,3,2,3,,2
309,2,1,5,1,1,,2,4,4,4,4,4,4,1,11,2,3,,2,,1,3,2,2,2,3,3,2,2,6,3,,2
310,1,1,4,1,1,,10,3,4,2,4,5,5,11,1,5,5,등산 후 정상에서 멸치와 먹던 장수먹걸리,2,,99,3,3,3,3,3,3,2,4,6,1,,3
311,2,3,1,2,2,2,,,,,,,,,,,,,,,1,3,3,3,3,3,3,5,5,2,3,,2
312,1,1,4,2,1,,1,5,5,5,5,3,4,1,11,2,3,막걸리는 밖에서 쨍쨍한 날 친구끼리 노상하면서 먹은 경험이 정말 좋았던 것 같습니다. 맥주와 도수는 비슷한데 훨씬 빨리 취하는 느낌이 있어서 노는 분위기 조성에 싸면서 좋은 술인 것 같습니다,2,,3,4,4,3,4,5,3,6,12,6,3,맥주는 언제 먹어고 소소한 분위기로 먹을 때 가장 좋았던 것 같습니다. 서로 진지한 얘기를 할 때 최고의 술이라 생각합니다 ,2
313,1,1,4,2,1,,10,2,2,3,5,5,4,1,4,6,5,,2,,3,4,4,4,4,4,4,2,4,6,3,,2
314,2,4,5,1,1,,10,4,4,4,4,4,4,1,1,2,1,,2,,3,4,4,4,4,4,4,,5,6,1,,2
315,1,1,5,1,1,,2,4,3,3,3,4,4,1,11,2,1,,2,,3,4,3,3,3,4,4,8,8,6,3,,2
316,1,1,3,2,1,,1,4,4,3,3,3,3,1,1,2,3,,2,,1,4,2,2,3,3,3,6,4,6,3,,2
